"Season","TeamName","Tempo","RankTempo","AdjTempo","RankAdjTempo","OE","RankOE","AdjOE","RankAdjOE","DE","RankDE","AdjDE","RankAdjDE","AdjEM","RankAdjEM","seed"
2025,"Abilene Christian",70.0679,72,69.3532,67,95.6706,346,97.6324,328,100.773,60,102.097,86,-4.46503,219,""
2025,"Air Force",64.6651,334,64.3683,324,95.3082,347,98.9012,312,113.105,335,111.467,272,-12.5655,310,""
2025,"Akron",72.4588,15,71.3708,16,115.754,22,113.689,66,104.558,145,107.109,183,6.57907,99,"13"
2025,"Alabama",76.2512,1,74.8553,1,118.725,9,126.511,4,106.121,176,96.5798,32,29.9317,6,"2"
2025,"Alabama A&M",71.8121,20,70.9783,22,94.8255,352,92.0141,361,109.965,277,115.515,334,-23.5007,360,""
2025,"Alabama St.",69.0571,120,67.7458,142,103.998,228,101.41,270,104.201,129,110.647,256,-9.23758,273,"16"
2025,"Albany",68.3589,161,67.4509,162,106.374,169,103.231,235,107.778,218,112.286,285,-9.05481,270,""
2025,"Alcorn St.",66.2947,272,64.6263,315,98.3786,325,97.5926,331,108.655,244,112.173,281,-14.5806,325,""
2025,"American",63.6519,357,63.4753,349,104.618,215,102.054,252,105.086,160,108.032,205,-5.97827,237,"16"
2025,"Appalachian St.",63.822,354,63.1069,351,102.956,254,101.061,278,100.587,56,101.655,79,-0.594209,170,""
2025,"Arizona",70.2006,64,69.8563,54,115.408,27,122.541,12,102.537,88,96.8148,33,25.7258,14,"4"
2025,"Arizona St.",69.9259,81,68.3681,112,104.136,227,112.494,78,107.936,224,101.255,75,11.2388,70,""
2025,"Arkansas",70.4614,54,69.3321,68,107.931,138,112.929,73,100.726,58,95.2149,20,17.7146,40,"10"
2025,"Arkansas Pine Bluff",72.5224,14,71.3491,17,96.803,338,95.0406,349,117.868,356,121.125,359,-26.084,363,""
2025,"Arkansas St.",70.3458,56,69.7966,57,110.785,78,110.14,107,99.5262,33,102.209,89,7.93097,91,""
2025,"Army",67.601,195,67.5504,157,102.986,252,99.8047,297,110.57,289,114.312,317,-14.5069,324,""
2025,"Auburn",68.8568,135,67.5825,153,121.014,4,128.426,2,100.799,61,93.379,12,35.0475,4,"1"
2025,"Austin Peay",66.9383,236,66.0576,243,103.528,241,101.81,259,111.909,313,111.054,262,-9.24424,274,""
2025,"Ball St.",68.2285,167,66.3567,225,107.122,155,103.418,233,109.461,261,112.756,303,-9.33769,275,""
2025,"Baylor",65.4265,311,64.5156,319,113.197,46,120.812,16,104.882,152,99.6653,58,21.1465,29,"9"
2025,"Bellarmine",67.1705,225,66.1436,236,104.599,216,103.756,225,120.141,362,121.416,360,-17.6591,341,""
2025,"Belmont",70.2996,58,70.5295,31,111.647,65,112.311,83,108.915,251,108.932,223,3.37927,129,""
2025,"Bethune Cookman",69.6409,90,69.0025,76,98.5583,322,97.299,332,103.684,108,107.866,201,-10.5669,288,""
2025,"Binghamton",66.3968,267,65.6727,269,101.991,274,98.79,313,108.619,243,112.673,300,-13.8833,318,""
2025,"Boise St.",65.6615,303,65.1812,291,112.508,58,115.965,48,100.567,55,100.045,60,15.9196,50,""
2025,"Boston College",66.9241,237,66.7109,212,102.368,268,105.385,206,109.965,276,107.174,185,-1.78807,184,""
2025,"Boston University",63.6886,356,63.0373,353,101.383,287,98.9921,308,105.432,166,111.302,269,-12.31,305,""
2025,"Bowling Green",69.9008,82,68.6751,95,102.921,255,98.9047,311,107.562,212,109.793,238,-10.8881,290,""
2025,"Bradley",66.1533,278,65.5664,273,112.938,49,111.473,93,103.836,111,104.379,125,7.09358,95,""
2025,"Brown",67.3392,215,65.7533,264,104.399,222,103.115,237,105.673,170,106.761,174,-3.64557,208,""
2025,"Bryant",73.1553,6,72.4625,7,109.684,101,106.746,177,101.286,68,105.5,148,1.24635,149,"15"
2025,"Bucknell",67.5039,200,67.2206,181,105.124,200,102.723,243,103.376,103,107.618,195,-4.89538,225,""
2025,"Buffalo",72.1823,17,70.6936,29,97.4868,332,96.2344,340,113.151,336,113.817,311,-17.5824,340,""
2025,"Butler",67.3138,216,67.3943,167,109.54,104,116.126,45,109.494,264,105.551,151,10.5743,77,""
2025,"BYU",67.7804,189,67.224,180,117.204,14,123.002,11,102.804,92,100.609,68,22.3936,24,"6"
2025,"Cal Baptist",67.4468,206,65.6644,270,104.443,220,105.758,202,102.647,90,106.084,156,-0.325783,167,""
2025,"Cal Poly",74.7494,3,74.4165,3,107.266,152,109.537,117,109.922,275,111.113,263,-1.57644,181,""
2025,"Cal St. Bakersfield",67.1759,223,65.9807,248,105.857,180,106.332,185,111.148,299,112.374,288,-6.04255,239,""
2025,"Cal St. Fullerton",68.9146,128,68.0679,128,90.6471,360,93.8473,355,113.953,339,112.224,282,-18.3763,351,""
2025,"California",67.8931,185,67.4902,161,108.149,132,111.292,94,109.907,274,106.617,170,4.6747,112,""
2025,"Campbell",66.1855,277,65.8074,262,103.729,234,101.591,268,104.339,134,106.143,157,-4.5528,221,""
2025,"Canisius",66.1992,276,66.1301,239,97.9873,330,98.9812,309,118.634,360,121.941,362,-22.9595,359,""
