"Season","TeamName","Tempo","RankTempo","AdjTempo","RankAdjTempo","OE","RankOE","AdjOE","RankAdjOE","DE","RankDE","AdjDE","RankAdjDE","Pythag","RankPythag","EM","RankEM"
1999,"Creighton",69.6004032258065,168,69.0919040936419,156,109.466800886987,14,113.030133006968,15,98.5753636269947,136,97.613914838304,109,0.843736364128892,38,15.4162181686639,35
1999,"Arkansas",73.343545751634,63,71.7148550401214,66,106.80258886116,33,111.694371760642,22,98.1739246699704,128,96.3145534369937,88,0.846015947659473,37,15.3798183236487,36
1999,"Rutgers",67.815625,224,67.5737128733236,207,103.339353076562,76,108.864743036129,40,96.4048206901169,92,93.754675992135,55,0.847920546869884,35,15.1100670439939,37
1999,"Villanova",69.8642383512545,156,68.9098282996591,163,106.488541127271,38,112.799330106543,17,100.478981942122,183,97.703185765509,111,0.839198514554319,41,15.0961443410342,38
1999,"Penn St.",65.6883641975308,278,67.3278459046639,220,103.554946960633,72,111.343675937853,23,99.7822016087935,167,96.6409945436609,96,0.835979624780703,42,14.7026813941922,39
1999,"Missouri",71.010775862069,115,70.4227716412639,100,101.242341470696,119,106.201633894991,67,89.3739672083443,7,91.5743971019955,35,0.846077188347852,36,14.6272367929952,40
1999,"Detroit",60.5645833333333,312,60.8349749600255,313,104.087224719623,63,106.785783827122,55,91.173215914027,22,92.2388742928288,41,0.843446155480374,39,14.5469095342927,41
1999,"UNC Charlotte",65.7348039215686,276,65.0809050322871,281,103.657813391233,70,110.408142613944,29,98.7274412523203,140,96.4200396005596,91,0.826052242680423,47,13.9881030133848,42
1999,"Tulsa",70.8159932659933,124,68.8825820041691,165,98.9554242418524,159,102.030805476764,135,90.3691240454426,14,88.2761887657774,16,0.840941534848777,40,13.7546167109871,43
1999,"Washington",72.5251488095238,74,72.0315196870643,59,101.697418753717,103,108.76973194407,44,99.3962892337942,157,95.0174386267695,72,0.825560642206456,48,13.7522933173008,44
1999,"Texas",68.7870659722222,193,69.1600244967875,155,98.9029137634103,161,105.237710883356,81,93.925675029085,51,91.6008976092966,36,0.831455404392877,46,13.6368132740592,45
1999,"California",73.0744107744108,64,71.0779108435604,82,99.2462606254617,154,104.096056134857,98,94.1117298852092,57,90.5454689890182,26,0.83255054223343,45,13.550587145839,46
1999,"Northwestern",61.4886494252873,309,61.0482837281595,311,96.820322344126,200,102.22549227648,128,92.4421995015747,35,88.8505132309238,18,0.833771513746144,43,13.3749790455567,47
1999,"Rhode Island",68.525968013468,199,68.9554731605665,161,104.792147888384,51,110.035675837176,32,99.0061255249373,145,96.7608014297169,97,0.81434147971361,49,13.2748744074593,48
1999,"Illinois",67.6319444444445,233,68.2293148271123,184,90.353921079229,284,99.1984510724446,181,92.2281105204437,31,86.2647556885656,7,0.832933893756125,44,12.9336953838791,49
1999,"George Washington",76.0133620689655,27,75.9978509244673,19,104.391814524817,61,107.964169103028,50,97.0159771628672,106,95.2312050200813,75,0.808942734248034,50,12.7329640829471,50
1999,"Ohio",71.3597222222222,101,70.8297728299408,89,104.861658207118,49,107.962519338316,51,95.756744014944,81,95.260155296359,76,0.808374691087329,51,12.7023640419573,51
1999,"USC",75.2616071428572,35,72.3499230865,53,100.185584086226,138,106.561630398065,61,95.4886195325379,75,94.1723269504944,61,0.805552642408871,53,12.389303447571,52
1999,"Oregon",73.0592945584881,65,71.1798643130989,79,100.665984286591,129,106.183963161873,68,97.7852059735827,116,93.8775103941926,58,0.804804183802279,54,12.3064527676808,53
1999,"Kent",67.8634424603174,222,67.8721005115223,199,100.685492555202,128,104.385158936295,95,94.131017437992,58,92.1851881742728,40,0.806794167851644,52,12.1999707620224,54
1999,"Penn",64.8819958847737,291,66.4847737570692,250,109.312587027505,15,108.131031151035,47,93.319680511389,45,96.2150091000866,87,0.792937109515328,56,11.9160220509487,55
1999,"Kansas St.",69.4094618055556,174,68.656718941824,171,98.1806878572875,171,103.133704465839,111,91.4951179674827,23,91.4454872148431,33,0.799513586821741,55,11.6882172509957,56
1999,"Michigan",65.8931451612903,274,66.5788561673866,249,99.255903017785,153,109.017749348548,38,103.698435006848,243,97.449277874036,105,0.784156489933329,61,11.5684714745117,57
1999,"College of Charleston",66.3116071428571,264,66.2186306852144,255,108.64969269531,20,106.921701137251,54,89.954939503282,11,95.5578580781378,79,0.784518700002894,58,11.3638430591128,58
1999,"DePaul",69.3490591397849,177,68.1552899388632,190,104.426721472138,59,111.200738286108,25,102.881630392812,233,99.9941833327158,145,0.772342806216875,67,11.2065549533921,59
1999,"Seton Hall",66.8236590038314,253,65.6508182968519,269,98.9059892879959,160,105.403459659008,78,96.6092053131353,96,94.1986419426611,62,0.784566911215256,57,11.2048177163465,60
1999,"Indiana St.",67.9405349794239,221,67.6014221261686,206,101.469997357121,110,104.95760422079,87,95.3918189368877,72,93.8093925513832,56,0.784376011747814,60,11.148211669407,61
1999,"Wake Forest",66.1959325396825,269,64.5223819341002,291,100.564187250031,131,106.208428121005,66,98.3244828444912,130,95.1295297689644,73,0.780209280214653,63,11.0788983520406,62
1999,"Toledo",69.7389423076923,159,68.8301211378798,167,100.02537067908,140,102.482877738871,125,92.6794457920776,37,91.6835274904703,38,0.782545019888545,62,10.7993502484008,63
1999,"Princeton",56.1740476190476,314,56.2832015618105,315,106.92927477824,31,105.896437801675,73,91.7925684706223,27,95.1762372093821,74,0.773364960015998,65,10.7202005922925,64
1999,"Colorado St.",69.1126915708812,181,66.8605179443169,240,103.605398600384,71,106.71295582323,58,95.4408185018756,74,96.0188448366567,86,0.771072697886381,68,10.6941109865736,65
1999,"Georgetown",72.3388333333333,80,71.2589201854505,73,92.8163369516123,259,98.7487471934244,186,91.0121300099846,21,88.2591630686431,15,0.784394841334559,59,10.4895841247813,66
1999,"Bowling Green",68.8150720164609,192,68.9903282887117,160,100.915335177187,125,103.203102678395,108,94.3887180019533,62,92.7281526851678,46,0.773959985061161,64,10.474949993227,67
1999,"Saint Louis",66.7622311827957,255,65.7168456722231,266,96.9977324070123,195,102.804080107679,119,95.0122179724163,67,92.4413733407483,43,0.772394155231715,66,10.3627067669305,68
1999,"UAB",72.8569010416667,67,71.9751679540003,60,101.537525612458,107,106.15535040744,69,96.8674442055491,103,95.8704330658765,84,0.763491639867943,70,10.2849173415638,69
1999,"Murray St.",70.98765625,118,70.8594366958204,88,109.653727399201,12,106.764186227733,56,94.0865207886438,56,96.5606176245076,93,0.76045815481584,74,10.203568603225,70
1999,"Providence",75.5050099206349,32,73.7630337128691,37,99.4831475761834,149,105.052487326484,85,99.261146360726,152,94.9920156241439,71,0.760909724202138,73,10.0604717023403,71
1999,"Georgia",67.5313425925926,238,66.9085350311,237,104.550203490506,56,110.097777386574,31,102.793476397025,230,100.166038916714,148,0.747855240936293,77,9.93173846986,72
1999,"TCU",76.4111111111111,24,74.4924055923791,27,110.493661962884,9,114.082209099029,10,104.885550578307,265,104.188521304236,224,0.739476534871939,81,9.89368779479356,73
1999,"South Florida",72.4072123015873,76,70.829434595938,90,97.5887568403303,182,100.783491160494,159,92.2905819356342,32,90.9577075640908,29,0.764888293310278,69,9.82578359640304,74
