season,team_a,team_b,team_a_seed,team_b_seed,score_a,score_b,winner,a_adj_off_eff,a_adj_def_eff,a_adj_tempo,a_adj_em,a_efficiency_differential,b_adj_off_eff,b_adj_def_eff,b_adj_tempo,b_adj_em,b_efficiency_differential,off_eff_advantage,def_eff_advantage,net_efficiency_edge,tempo_difference,overall_rating_diff,efficiency_differential_diff,seed_diff
2003,UNC Asheville,Texas Southern,16,16,92,84,1,100.943,114.311,67.655,-13.3682,-13.36800000000001,98.706,108.445,68.023,-9.73895,-9.73899999999999,-7.501999999999995,-15.605000000000004,8.103000000000009,-0.367999999999995,-3.629249999999999,-3.629000000000019,0
2003,Arizona,Vermont,1,16,80,51,1,115.311,88.8866,73.0165,26.4243,26.42440000000001,101.723,99.8857,64.3012,1.8376,1.837299999999999,15.425300000000007,12.836399999999998,2.5889000000000095,8.7153,24.5867,24.58710000000001,-15
2003,Arizona St.,Memphis,10,7,84,71,1,113.116,96.3758,66.8633,16.7407,16.7402,111.304,93.4775,68.3304,17.8261,17.826499999999996,19.638499999999993,14.928200000000004,4.7102999999999895,-1.467100000000002,-1.0854,-1.0862999999999943,3
2003,Central Michigan,Creighton,11,6,79,73,1,109.867,99.5025,71.9146,10.3641,10.364500000000008,113.03,94.7202,68.4145,18.3096,18.3098,15.146799999999999,13.527500000000003,1.6192999999999955,3.500099999999989,-7.945499999999999,-7.945299999999991,5
2003,Connecticut,BYU,5,12,58,53,1,111.73,93.3341,71.1085,18.3956,18.3959,110.537,92.3283,65.663,18.2088,18.208700000000007,19.401700000000005,17.2029,2.1988000000000056,5.44550000000001,0.18680000000000163,0.1871999999999936,-7
2003,Duke,Colorado St.,3,14,67,57,1,116.213,93.4116,71.0877,22.8018,22.801399999999987,111.597,105.323,67.1579,6.27421,6.274000000000001,10.89,18.185399999999987,-7.295399999999987,3.9298,16.52759,16.527399999999986,-11
2003,Gonzaga,Cincinnati,9,8,74,69,1,112.337,97.3823,67.2433,14.9545,14.954700000000004,105.459,90.1252,66.3686,15.3334,15.333799999999997,22.211799999999997,8.076700000000002,14.135099999999994,0.8747000000000043,-0.3788999999999998,-0.3790999999999922,1
2003,Illinois,Western Kentucky,4,13,65,60,1,114.14,89.1932,68.2411,24.9472,24.9468,108.073,96.5019,67.5481,11.5715,11.571099999999989,17.638099999999994,18.87979999999999,-1.2416999999999945,0.6929999999999978,13.375699999999998,13.37570000000001,-9
2003,Kansas,Utah St.,2,15,64,61,1,114.003,86.9009,72.6511,27.1016,27.102100000000007,106.86,100.121,61.232,6.73911,6.739000000000004,13.882000000000005,19.959100000000007,-6.0771000000000015,11.4191,20.36249,20.363100000000003,-13
2003,Marquette,Holy Cross,3,14,72,68,1,118.833,97.6141,65.6828,21.2188,21.218900000000005,105.034,94.8568,65.3578,10.1775,10.1772,23.97619999999999,7.419900000000013,16.55629999999998,0.32500000000000284,11.041300000000001,11.041700000000006,-11
2003,Missouri,Southern Illinois,6,11,72,71,1,111.397,93.7637,66.5071,17.6329,17.633300000000006,110.795,98.9527,67.6276,11.8425,11.842300000000009,12.444300000000013,17.0313,-4.586999999999989,-1.120500000000007,5.7904,5.790999999999997,-5
2003,Oklahoma,South Carolina St.,1,16,71,54,1,112.913,89.4266,62.6863,23.4861,23.486400000000003,96.5201,105.438,71.7419,-8.91754,-8.917900000000003,7.474999999999994,7.093500000000006,0.3814999999999884,-9.055599999999998,32.40364,32.404300000000006,-15
2003,Stanford,San Diego,4,13,77,69,1,109.838,94.9404,65.4887,14.8974,14.897599999999995,104.732,96.3702,70.81,8.36166,8.361800000000002,13.467799999999997,9.791600000000003,3.6761999999999944,-5.321300000000008,6.535739999999999,6.535799999999993,-9
2003,Tulsa,Dayton,13,4,84,71,1,107.114,95.67,67.3935,11.4437,11.444000000000004,116.878,101.035,64.3077,15.8425,15.843000000000004,6.079000000000008,21.208,-15.12899999999999,3.085800000000006,-4.3988,-4.398999999999999,9
2003,Wisconsin,Weber St.,5,12,81,74,1,114.658,92.2715,61.8275,22.3863,22.3865,111.03,102.287,66.2827,8.7425,8.742999999999995,12.370999999999995,18.758499999999998,-6.387500000000003,-4.455200000000005,13.643799999999999,13.643500000000007,-7
2003,Auburn,St. Joseph's,10,7,65,63,1,107.32,94.4324,66.7988,12.8881,12.887599999999992,109.41,87.8141,64.4667,21.5962,21.5959,19.505899999999997,14.977599999999995,4.5283000000000015,2.332099999999997,-8.7081,-8.708300000000008,3
2003,Butler,Mississippi St.,12,5,47,46,1,115.085,99.7088,58.7876,15.3765,15.376199999999995,108.501,86.098,65.1241,22.4034,22.40300000000001,28.986999999999995,8.792200000000008,20.194799999999987,-6.336500000000001,-7.026900000000001,-7.026800000000014,7
2003,Florida,Sam Houston St.,2,15,85,55,1,117.327,93.6932,65.2411,23.6341,23.633799999999997,102.171,100.238,67.1342,1.93338,1.933000000000007,17.089,8.477800000000002,8.611199999999997,-1.893100000000004,21.70072,21.70079999999999,-13
2003,Indiana,Alabama,7,10,67,62,1,113.046,98.4831,63.9859,14.5633,14.562900000000012,110.57,95.1017,65.5541,15.468,15.4683,17.944300000000013,12.0869,5.857400000000013,-1.5682000000000045,-0.9047000000000001,-0.9053999999999878,-3
2003,Kentucky,IUPUI,1,16,95,64,1,116.802,87.0347,67.5518,29.7672,29.76730000000001,103.059,102.298,66.9628,0.761365,0.7609999999999957,14.504000000000005,16.024299999999997,-1.5202999999999918,0.5889999999999986,29.005834999999998,29.006300000000014,-15
2003,Louisville,Austin Peay,4,13,86,64,1,116.078,92.4271,72.419,23.6507,23.650900000000007,101.166,98.0055,64.2385,3.16008,3.160499999999999,18.072500000000005,8.738900000000001,9.333600000000004,8.180499999999995,20.49062,20.490400000000008,-9
2003,Maryland,UNC Wilmington,6,11,75,73,1,110.916,89.4227,71.7698,21.493,21.49329999999999,108.916,94.4886,64.3593,14.4278,14.427399999999992,16.42739999999999,19.49329999999999,-3.065899999999999,7.410499999999999,7.065199999999999,7.065899999999999,-5
2003,Michigan St.,Colorado,7,10,79,64,1,108.72,90.9288,63.6011,17.7907,17.791200000000003,109.283,93.4129,69.8746,15.8705,15.870100000000008,15.307100000000005,18.354200000000006,-3.0471000000000004,-6.2734999999999985,1.9202000000000012,1.9210999999999956,-3
2003,Oklahoma St.,Penn,6,11,77,63,1,106.039,88.7021,66.5752,17.3367,17.3369,110.324,96.0575,63.312,14.2661,14.266499999999994,9.981499999999997,21.621899999999997,-11.6404,3.2631999999999977,3.0706000000000007,3.0704000000000065,-5
2003,Pittsburgh,Wagner,2,15,87,61,1,113.295,86.1165,64.8023,27.1788,27.1785,104.796,105.842,67.6016,-1.04621,-1.0459999999999925,7.453000000000003,18.679500000000004,-11.226500000000001,-2.7993000000000023,28.225009999999997,28.224499999999992,-13
2003,Purdue,LSU,9,8,80,56,1,106.758,90.7963,69.1792,15.962,15.961699999999992,111.998,91.9602,67.5469,20.0374,20.037800000000004,14.797799999999995,21.201700000000002,-6.403900000000007,1.6323000000000008,-4.075400000000002,-4.076100000000013,1
2003,Syracuse,Manhattan,3,14,76,65,1,113.951,93.9947,70.5221,19.9564,19.9563,105.641,95.6169,68.2203,10.0239,10.024100000000004,18.334099999999992,11.64630000000001,6.6877999999999815,2.3018,9.9325,9.932199999999995,-11
